Year,Month,Country,Model,Segment,Engine_Type, Price_Usd , Marketing_Spend_Usd ,Dealership_Count, Fuel_Price_Usd ,Gdp_Growth_Percent,Interest_Rate_Percent,Competition_Index,Units_Sold,Gross Revenue,Net Revenue
2016,Nov,China,I4,Sedan,Petrol," $115,428.00 "," $418,893.00 ",253, $0.97 ,6.29,1.2,10,533," $61,523,124.00 "," $61,104,231.00 "
2024,Nov,China,X7,SUV,Petrol," $110,179.00 "," $205,976.00 ",185, $0.97 ,6.29,1.2,3,430," $47,376,970.00 "," $47,170,994.00 "
2015,Jan,Germany,I7,Sedan,Diesel," $44,943.00 "," $241,007.00 ",247, $0.97 ,6.29,1.2,4,647," $29,078,121.00 "," $28,837,114.00 "
2022,Jan,France,7 SERIES,Sedan,Diesel," $78,240.00 "," $355,934.00 ",68, $0.97 ,6.29,1.2,2,520," $40,684,800.00 "," $40,328,866.00 "
2015,Oct,Germany,5 SERIES,Sedan,Petrol," $80,760.00 "," $380,724.00 ",362, $0.97 ,6.29,1.2,1,961," $77,610,360.00 "," $77,229,636.00 "
2023,Sep,Japan,3 SERIES,Sedan,Hybrid," $56,042.00 "," $55,636.00 ",108, $0.97 ,6.29,1.2,4,552," $30,935,184.00 "," $30,879,548.00 "
2020,Jul,India,7 SERIES,Sedan,Electric," $78,894.00 "," $311,578.00 ",368, $0.97 ,6.29,1.2,7,1150," $90,728,100.00 "," $90,416,522.00 "
2021,Jan,India,X3,SUV,Electric," $41,869.00 "," $389,273.00 ",11, $0.97 ,6.29,1.2,10,361," $15,114,709.00 "," $14,725,436.00 "
2024,Dec,UK,5 SERIES,Sedan,Hybrid," $96,078.00 "," $446,108.00 ",252, $0.97 ,6.29,1.2,6,630," $60,529,140.00 "," $60,083,032.00 "
2021,Aug,India,7 SERIES,Sedan,Hybrid," $91,759.00 "," $333,816.00 ",306, $0.97 ,6.29,1.2,6,876," $80,380,884.00 "," $80,047,068.00 "
2024,Mar,Germany,X1,SUV,Hybrid," $79,306.00 "," $317,956.00 ",220, $0.97 ,6.29,1.2,9,525," $41,635,650.00 "," $41,317,694.00 "
2017,Aug,Canada,X7,SUV,Hybrid," $90,371.00 "," $277,693.00 ",132, $0.97 ,6.29,1.2,2,718," $64,886,378.00 "," $64,608,685.00 "
2016,May,Brazil,7 SERIES,Sedan,Hybrid," $55,918.00 "," $50,654.00 ",238, $0.97 ,6.29,1.2,4,680," $38,024,240.00 "," $37,973,586.00 "
2023,Jan,Germany,I7,Sedan,Hybrid," $63,379.00 "," $104,633.00 ",91, $0.97 ,6.29,1.2,5,466," $29,534,614.00 "," $29,429,981.00 "
2022,Jul,Germany,I4,Sedan,Electric," $118,232.00 "," $67,143.00 ",153, $0.97 ,6.29,1.2,1,497," $58,761,304.00 "," $58,694,161.00 "
2024,May,Australia,X1,SUV,Hybrid," $37,962.00 "," $105,934.00 ",397, $0.97 ,6.29,1.2,8,893," $33,900,066.00 "," $33,794,132.00 "
2021,Jun,Brazil,3 SERIES,Sedan,Petrol," $48,851.00 "," $379,478.00 ",149, $0.97 ,6.29,1.2,8,347," $16,951,297.00 "," $16,571,819.00 "
2023,Jun,Japan,3 SERIES,Sedan,Hybrid," $80,747.00 "," $153,463.00 ",38, $0.97 ,6.29,1.2,6,158," $12,758,026.00 "," $12,604,563.00 "
2018,Aug,India,3 SERIES,Sedan,Hybrid," $87,349.00 "," $175,851.00 ",279, $0.97 ,6.29,1.2,5,701," $61,231,649.00 "," $61,055,798.00 "
2018,Sep,Brazil,3 SERIES,Sedan,Electric," $105,832.00 "," $79,087.00 ",256, $0.97 ,6.29,1.2,8,657," $69,531,624.00 "," $69,452,537.00 "
2015,Feb,India,I4,Sedan,Electric," $91,356.00 "," $192,690.00 ",21, $0.97 ,6.29,1.2,3,306," $27,954,936.00 "," $27,762,246.00 "
2022,Sep,UK,7 SERIES,Sedan,Hybrid," $49,745.00 "," $320,590.00 ",364, $0.97 ,6.29,1.2,3,958," $47,655,710.00 "," $47,335,120.00 "
2017,Dec,Brazil,X5,SUV,Electric," $40,730.00 "," $414,271.00 ",398, $0.97 ,6.29,1.2,2,1096," $44,640,080.00 "," $44,225,809.00 "
2021,Nov,India,7 SERIES,Sedan,Diesel," $48,921.00 "," $361,011.00 ",346, $0.97 ,6.29,1.2,5,1086," $53,128,206.00 "," $52,767,195.00 "
2016,Oct,Japan,X3,SUV,Electric," $106,138.00 "," $494,244.00 ",115, $0.97 ,6.29,1.2,3,647," $68,671,286.00 "," $68,177,042.00 "
2016,Sep,USA,X7,SUV,Electric," $118,111.00 "," $372,245.00 ",41, $0.97 ,6.29,1.2,3,290," $34,252,190.00 "," $33,879,945.00 "
2021,Oct,China,5 SERIES,Sedan,Electric," $54,023.00 "," $208,272.00 ",83, $0.97 ,6.29,1.2,6,475," $25,660,925.00 "," $25,452,653.00 "
2020,Oct,China,X5,SUV,Electric," $80,349.00 "," $276,179.00 ",180, $0.97 ,6.29,1.2,8,521," $41,861,829.00 "," $41,585,650.00 "
2017,Jul,Japan,X5,SUV,Petrol," $116,533.00 "," $400,218.00 ",346, $0.97 ,6.29,1.2,2,1019," $118,747,127.00 "," $118,346,909.00 "
2023,Jan,Australia,7 SERIES,Sedan,Petrol," $118,286.00 "," $242,537.00 ",78, $0.97 ,6.29,1.2,4,421," $49,798,406.00 "," $49,555,869.00 "
2024,Jul,USA,X5,SUV,Petrol," $76,979.00 "," $267,508.00 ",310, $0.97 ,6.29,1.2,7,630," $48,496,770.00 "," $48,229,262.00 "
2020,Oct,UK,IX,SUV,Hybrid," $57,837.00 "," $168,422.00 ",371, $0.97 ,6.29,1.2,1,811," $46,905,807.00 "," $46,737,385.00 "
2024,May,Japan,IX,SUV,Hybrid," $49,997.00 "," $400,036.00 ",146, $0.97 ,6.29,1.2,1,465," $23,248,605.00 "," $22,848,569.00 "
2024,Jun,China,X3,SUV,Diesel," $80,039.00 "," $269,631.00 ",109, $0.97 ,6.29,1.2,10,542," $43,381,138.00 "," $43,111,507.00 "
2020,Oct,China,5 SERIES,Sedan,Petrol," $55,923.00 "," $432,188.00 ",155, $0.97 ,6.29,1.2,7,395," $22,089,585.00 "," $21,657,397.00 "
2015,Jul,China,I7,Sedan,Hybrid," $43,876.00 "," $89,148.00 ",18, $0.97 ,6.29,1.2,7,467," $20,490,092.00 "," $20,400,944.00 "
2018,May,France,I4,Sedan,Electric," $95,973.00 "," $395,072.00 ",71, $0.97 ,6.29,1.2,1,536," $51,441,528.00 "," $51,046,456.00 "
2024,Jul,Japan,7 SERIES,Sedan,Electric," $37,887.00 "," $201,770.00 ",194, $0.97 ,6.29,1.2,1,571," $21,633,477.00 "," $21,431,707.00 "
2020,Sep,Germany,I4,Sedan,Petrol," $98,723.00 "," $485,686.00 ",38, $0.97 ,6.29,1.2,4,206," $20,336,938.00 "," $19,851,252.00 "
2020,Mar,UK,I7,Sedan,Diesel," $77,422.00 "," $363,804.00 ",390, $0.97 ,6.29,1.2,5,1135," $87,873,970.00 "," $87,510,166.00 "
2019,Aug,China,7 SERIES,Sedan,Diesel," $86,413.00 "," $497,126.00 ",123, $0.97 ,6.29,1.2,5,453," $39,145,089.00 "," $38,647,963.00 "
2015,Feb,India,7 SERIES,Sedan,Electric," $37,841.00 "," $347,594.00 ",152, $0.97 ,6.29,1.2,4,517," $19,563,797.00 "," $19,216,203.00 "
2022,Nov,Japan,5 SERIES,Sedan,Diesel," $63,756.00 "," $237,535.00 ",399, $0.97 ,6.29,1.2,8,1137," $72,490,572.00 "," $72,253,037.00 "
2019,Jul,France,I4,Sedan,Petrol," $106,576.00 "," $345,901.00 ",129, $0.97 ,6.29,1.2,7,539," $57,444,464.00 "," $57,098,563.00 "
2019,Feb,Japan,IX,SUV,Electric," $45,304.00 "," $128,012.00 ",179, $0.97 ,6.29,1.2,9,613," $27,771,352.00 "," $27,643,340.00 "
2021,Apr,UK,3 SERIES,Sedan,Hybrid," $65,341.00 "," $418,894.00 ",166, $0.97 ,6.29,1.2,7,730," $47,698,930.00 "," $47,280,036.00 "
2018,Jul,France,I4,Sedan,Hybrid," $39,758.00 "," $439,187.00 ",344, $0.97 ,6.29,1.2,10,934," $37,133,972.00 "," $36,694,785.00 "
2020,Mar,UK,X7,SUV,Diesel," $52,010.00 "," $474,606.00 ",358, $0.97 ,6.29,1.2,1,980," $50,969,800.00 "," $50,495,194.00 "
2018,Feb,Japan,X7,SUV,Electric," $95,758.00 "," $106,116.00 ",269, $0.97 ,6.29,1.2,7,725," $69,424,550.00 "," $69,318,434.00 "
2017,Nov,Germany,7 SERIES,Sedan,Electric," $66,658.00 "," $194,233.00 ",91, $0.97 ,6.29,1.2,1,499," $33,262,342.00 "," $33,068,109.00 "
2021,Oct,UK,3 SERIES,Sedan,Hybrid," $84,002.00 "," $82,152.00 ",251, $0.97 ,6.29,1.2,7,662," $55,609,324.00 "," $55,527,172.00 "
2022,Jul,France,X1,SUV,Electric," $36,375.00 "," $156,379.00 ",181, $0.97 ,6.29,1.2,10,608," $22,116,000.00 "," $21,959,621.00 "
2018,Jan,France,I7,Sedan,Electric," $57,092.00 "," $276,905.00 ",240, $0.97 ,6.29,1.2,8,719," $41,049,148.00 "," $40,772,243.00 "
2016,Aug,UK,X3,SUV,Electric," $35,490.00 "," $70,836.00 ",217, $0.97 ,6.29,1.2,9,450," $15,970,500.00 "," $15,899,664.00 "
2024,Mar,Canada,3 SERIES,Sedan,Diesel," $38,729.00 "," $271,439.00 ",84, $0.97 ,6.29,1.2,3,257," $9,953,353.00 "," $9,681,914.00 "
2017,Dec,Japan,X3,SUV,Electric," $40,974.00 "," $236,720.00 ",279, $0.97 ,6.29,1.2,4,699," $28,640,826.00 "," $28,404,106.00 "
2015,Dec,Canada,I4,Sedan,Petrol," $118,860.00 "," $207,403.00 ",396, $0.97 ,6.29,1.2,4,1078," $128,131,080.00 "," $127,923,677.00 "
2022,Feb,Australia,I4,Sedan,Diesel," $56,398.00 "," $191,835.00 ",123, $0.97 ,6.29,1.2,9,246," $13,873,908.00 "," $13,682,073.00 "
2017,Mar,Japan,X3,SUV,Electric," $69,650.00 "," $381,588.00 ",71, $0.97 ,6.29,1.2,7,197," $13,721,050.00 "," $13,339,462.00 "
2024,May,UK,I7,Sedan,Electric," $56,292.00 "," $143,109.00 ",371, $0.97 ,6.29,1.2,3,931," $52,407,852.00 "," $52,264,743.00 "
2021,Nov,USA,3 SERIES,Sedan,Petrol," $38,159.00 "," $200,259.00 ",329, $0.97 ,6.29,1.2,10,1013," $38,655,067.00 "," $38,454,808.00 "
2024,Aug,UK,X1,SUV,Diesel," $97,766.00 "," $193,029.00 ",111, $0.97 ,6.29,1.2,5,499," $48,785,234.00 "," $48,592,205.00 "
2019,Oct,Canada,7 SERIES,Sedan,Hybrid," $52,065.00 "," $447,595.00 ",371, $0.97 ,6.29,1.2,7,977," $50,867,505.00 "," $50,419,910.00 "
2024,Jul,Germany,5 SERIES,Sedan,Hybrid," $56,638.00 "," $471,175.00 ",219, $0.97 ,6.29,1.2,8,790," $44,744,020.00 "," $44,272,845.00 "
2019,Jul,UK,I4,Sedan,Diesel," $36,073.00 "," $132,018.00 ",264, $0.97 ,6.29,1.2,1,880," $31,744,240.00 "," $31,612,222.00 "
2021,Dec,UK,X7,SUV,Electric," $81,511.00 "," $173,076.00 ",29, $0.97 ,6.29,1.2,2,346," $28,202,806.00 "," $28,029,730.00 "
2023,Jul,Germany,I7,Sedan,Electric," $119,307.00 "," $208,177.00 ",67, $0.97 ,6.29,1.2,7,353," $42,115,371.00 "," $41,907,194.00 "
2019,Aug,UK,5 SERIES,Sedan,Hybrid," $64,320.00 "," $444,093.00 ",121, $0.97 ,6.29,1.2,2,620," $39,878,400.00 "," $39,434,307.00 "
2015,Jan,China,X1,SUV,Hybrid," $104,876.00 "," $229,425.00 ",322, $0.97 ,6.29,1.2,7,675," $70,791,300.00 "," $70,561,875.00 "
2024,Apr,USA,X5,SUV,Hybrid," $69,924.00 "," $395,932.00 ",205, $0.97 ,6.29,1.2,9,667," $46,639,308.00 "," $46,243,376.00 "
2024,Jun,India,7 SERIES,Sedan,Petrol," $116,720.00 "," $409,014.00 ",384, $0.97 ,6.29,1.2,2,868," $101,312,960.00 "," $100,903,946.00 "
2015,Sep,USA,I4,Sedan,Hybrid," $75,734.00 "," $265,657.00 ",362, $0.97 ,6.29,1.2,7,836," $63,313,624.00 "," $63,047,967.00 "
2016,Feb,UK,7 SERIES,Sedan,Petrol," $103,116.00 "," $395,452.00 ",101, $0.97 ,6.29,1.2,4,231," $23,819,796.00 "," $23,424,344.00 "
2020,Jan,China,5 SERIES,Sedan,Diesel," $75,025.00 "," $494,783.00 ",61, $0.97 ,6.29,1.2,2,567," $42,539,175.00 "," $42,044,392.00 "
2023,Oct,Japan,7 SERIES,Sedan,Electric," $37,159.00 "," $370,057.00 ",302, $0.97 ,6.29,1.2,7,1016," $37,753,544.00 "," $37,383,487.00 "
2022,Dec,UK,X5,SUV,Hybrid," $83,940.00 "," $52,637.00 ",17, $0.97 ,6.29,1.2,5,386," $32,400,840.00 "," $32,348,203.00 "
2019,Feb,Canada,5 SERIES,Sedan,Electric," $114,436.00 "," $354,169.00 ",309, $0.97 ,6.29,1.2,1,730," $83,538,280.00 "," $83,184,111.00 "
2015,Jul,China,I4,Sedan,Electric," $111,976.00 "," $287,989.00 ",107, $0.97 ,6.29,1.2,5,552," $61,810,752.00 "," $61,522,763.00 "
2021,Mar,Germany,3 SERIES,Sedan,Hybrid," $49,678.00 "," $282,259.00 ",245, $0.97 ,6.29,1.2,3,875," $43,468,250.00 "," $43,185,991.00 "
2019,Oct,China,X7,SUV,Hybrid," $96,075.00 "," $411,652.00 ",398, $0.97 ,6.29,1.2,7,1083," $104,049,225.00 "," $103,637,573.00 "
2020,Feb,Germany,5 SERIES,Sedan,Diesel," $82,204.00 "," $132,464.00 ",383, $0.97 ,6.29,1.2,6,978," $80,395,512.00 "," $80,263,048.00 "
2021,Nov,Australia,IX,SUV,Petrol," $47,021.00 "," $340,886.00 ",78, $0.97 ,6.29,1.2,8,248," $11,661,208.00 "," $11,320,322.00 "
2017,Jul,India,X5,SUV,Petrol," $41,772.00 "," $61,831.00 ",54, $0.97 ,6.29,1.2,5,351," $14,661,972.00 "," $14,600,141.00 "
2024,Feb,Brazil,5 SERIES,Sedan,Electric," $102,163.00 "," $163,768.00 ",146, $0.97 ,6.29,1.2,2,556," $56,802,628.00 "," $56,638,860.00 "
2017,Mar,China,5 SERIES,Sedan,Hybrid," $108,755.00 "," $296,983.00 ",243, $0.97 ,6.29,1.2,9,578," $62,860,390.00 "," $62,563,407.00 "
2019,Nov,France,IX,SUV,Diesel," $58,464.00 "," $397,236.00 ",41, $0.97 ,6.29,1.2,8,147," $8,594,208.00 "," $8,196,972.00 "
2020,Jul,Canada,I4,Sedan,Diesel," $86,137.00 "," $403,023.00 ",298, $0.97 ,6.29,1.2,6,886," $76,317,382.00 "," $75,914,359.00 "
2023,Apr,UK,5 SERIES,Sedan,Diesel," $65,232.00 "," $400,514.00 ",135, $0.97 ,6.29,1.2,10,319," $20,809,008.00 "," $20,408,494.00 "
2019,Jan,Canada,X7,SUV,Diesel," $96,497.00 "," $438,681.00 ",76, $0.97 ,6.29,1.2,7,369," $35,607,393.00 "," $35,168,712.00 "
2015,May,USA,7 SERIES,Sedan,Diesel," $109,024.00 "," $489,978.00 ",39, $0.97 ,6.29,1.2,9,493," $53,748,832.00 "," $53,258,854.00 "
2018,Dec,Brazil,I4,Sedan,Petrol," $86,448.00 "," $154,824.00 ",123, $0.97 ,6.29,1.2,7,581," $50,226,288.00 "," $50,071,464.00 "
2019,Sep,USA,X7,SUV,Petrol," $119,517.00 "," $138,741.00 ",213, $0.97 ,6.29,1.2,3,517," $61,790,289.00 "," $61,651,548.00 "
2024,Aug,Australia,I4,Sedan,Petrol," $35,901.00 "," $68,830.00 ",38, $0.97 ,6.29,1.2,6,207," $7,431,507.00 "," $7,362,677.00 "
2024,Dec,Brazil,X7,SUV,Hybrid," $118,597.00 "," $367,188.00 ",140, $0.97 ,6.29,1.2,7,281," $33,325,757.00 "," $32,958,569.00 "
2019,Sep,Brazil,X5,SUV,Electric," $37,881.00 "," $386,092.00 ",194, $0.97 ,6.29,1.2,2,775," $29,357,775.00 "," $28,971,683.00 "
2021,Oct,USA,X7,SUV,Diesel," $64,863.00 "," $119,202.00 ",262, $0.97 ,6.29,1.2,3,724," $46,960,812.00 "," $46,841,610.00 "
2018,Sep,Germany,X3,SUV,Hybrid," $40,622.00 "," $349,189.00 ",295, $0.97 ,6.29,1.2,4,664," $26,973,008.00 "," $26,623,819.00 "
2015,Jul,USA,X7,SUV,Diesel," $36,378.00 "," $267,394.00 ",395, $0.97 ,6.29,1.2,10,953," $34,668,234.00 "," $34,400,840.00 "
2019,Apr,Canada,3 SERIES,Sedan,Petrol," $118,168.00 "," $252,123.00 ",71, $0.97 ,6.29,1.2,6,187," $22,097,416.00 "," $21,845,293.00 "
2021,May,Germany,3 SERIES,Sedan,Hybrid," $106,186.00 "," $419,653.00 ",12, $0.97 ,6.29,1.2,1,305," $32,386,730.00 "," $31,967,077.00 "
2024,Jan,Canada,I7,Sedan,Petrol," $80,201.00 "," $207,699.00 ",77, $0.97 ,6.29,1.2,9,525," $42,105,525.00 "," $41,897,826.00 "
2024,Jan,Australia,X3,SUV,Diesel," $94,251.00 "," $327,342.00 ",34, $0.97 ,6.29,1.2,5,451," $42,507,201.00 "," $42,179,859.00 "
2020,Mar,UK,X3,SUV,Diesel," $107,572.00 "," $381,665.00 ",188, $0.97 ,6.29,1.2,7,813," $87,456,036.00 "," $87,074,371.00 "
2019,Aug,Japan,7 SERIES,Sedan,Electric," $74,255.00 "," $156,471.00 ",150, $0.97 ,6.29,1.2,9,552," $40,988,760.00 "," $40,832,289.00 "
2018,Feb,Germany,X3,SUV,Diesel," $98,212.00 "," $341,619.00 ",240, $0.97 ,6.29,1.2,9,911," $89,471,132.00 "," $89,129,513.00 "
2016,Apr,Australia,7 SERIES,Sedan,Petrol," $85,210.00 "," $286,824.00 ",309, $0.97 ,6.29,1.2,1,865," $73,706,650.00 "," $73,419,826.00 "
2018,Feb,France,I7,Sedan,Diesel," $57,499.00 "," $69,403.00 ",172, $0.97 ,6.29,1.2,1,765," $43,986,735.00 "," $43,917,332.00 "
2024,May,Australia,I7,Sedan,Electric," $86,628.00 "," $53,681.00 ",320, $0.97 ,6.29,1.2,3,638," $55,268,664.00 "," $55,214,983.00 "
2024,Sep,USA,X5,SUV,Electric," $96,360.00 "," $403,699.00 ",139, $0.97 ,6.29,1.2,6,313," $30,160,680.00 "," $29,756,981.00 "
2017,Jan,USA,3 SERIES,Sedan,Petrol," $39,603.00 "," $431,028.00 ",255, $0.97 ,6.29,1.2,2,778," $30,811,134.00 "," $30,380,106.00 "
2024,May,Japan,X7,SUV,Hybrid," $47,632.00 "," $405,266.00 ",306, $0.97 ,6.29,1.2,10,947," $45,107,504.00 "," $44,702,238.00 "
2015,Sep,Australia,X7,SUV,Diesel," $65,607.00 "," $165,260.00 ",181, $0.97 ,6.29,1.2,1,588," $38,576,916.00 "," $38,411,656.00 "
2022,Jan,India,IX,SUV,Electric," $100,756.00 "," $223,364.00 ",73, $0.97 ,6.29,1.2,1,517," $52,090,852.00 "," $51,867,488.00 "
2019,Sep,UK,IX,SUV,Diesel," $81,994.00 "," $155,386.00 ",40, $0.97 ,6.29,1.2,5,192," $15,742,848.00 "," $15,587,462.00 "
2018,Aug,USA,X1,SUV,Diesel," $98,382.00 "," $283,378.00 ",56, $0.97 ,6.29,1.2,4,400," $39,352,800.00 "," $39,069,422.00 "
2022,Apr,Japan,I4,Sedan,Hybrid," $105,354.00 "," $448,845.00 ",139, $0.97 ,6.29,1.2,1,469," $49,411,026.00 "," $48,962,181.00 "
2021,Dec,UK,X5,SUV,Electric," $91,344.00 "," $143,246.00 ",361, $0.97 ,6.29,1.2,4,884," $80,748,096.00 "," $80,604,850.00 "
2016,Nov,Australia,X1,SUV,Diesel," $88,775.00 "," $145,864.00 ",342, $0.97 ,6.29,1.2,3,910," $80,785,250.00 "," $80,639,386.00 "
2015,Oct,Australia,X1,SUV,Electric," $42,349.00 "," $258,886.00 ",119, $0.97 ,6.29,1.2,2,372," $15,753,828.00 "," $15,494,942.00 "
2018,May,Brazil,5 SERIES,Sedan,Petrol," $106,154.00 "," $320,561.00 ",78, $0.97 ,6.29,1.2,9,305," $32,376,970.00 "," $32,056,409.00 "
2022,May,Japan,5 SERIES,Sedan,Petrol," $62,464.00 "," $431,032.00 ",67, $0.97 ,6.29,1.2,1,636," $39,727,104.00 "," $39,296,072.00 "
2016,Nov,USA,X1,SUV,Diesel," $77,624.00 "," $215,837.00 ",115, $0.97 ,6.29,1.2,7,433," $33,611,192.00 "," $33,395,355.00 "
2017,Dec,India,X3,SUV,Electric," $72,344.00 "," $386,643.00 ",309, $0.97 ,6.29,1.2,4,931," $67,352,264.00 "," $66,965,621.00 "
2015,Jun,Australia,I4,Sedan,Diesel," $118,791.00 "," $443,052.00 ",339, $0.97 ,6.29,1.2,5,751," $89,212,041.00 "," $88,768,989.00 "
2015,Jul,India,X5,SUV,Electric," $59,299.00 "," $295,160.00 ",265, $0.97 ,6.29,1.2,10,904," $53,606,296.00 "," $53,311,136.00 "
2017,Aug,Australia,X1,SUV,Electric," $82,975.00 "," $237,646.00 ",321, $0.97 ,6.29,1.2,5,652," $54,099,700.00 "," $53,862,054.00 "
2019,Aug,USA,X7,SUV,Hybrid," $36,462.00 "," $309,278.00 ",180, $0.97 ,6.29,1.2,1,573," $20,892,726.00 "," $20,583,448.00 "
2017,Nov,UK,I4,Sedan,Hybrid," $116,441.00 "," $339,819.00 ",392, $0.97 ,6.29,1.2,6,1027," $119,584,907.00 "," $119,245,088.00 "
2015,Feb,China,5 SERIES,Sedan,Hybrid," $116,788.00 "," $306,681.00 ",171, $0.97 ,6.29,1.2,9,575," $67,153,100.00 "," $66,846,419.00 "
2015,Sep,UK,X7,SUV,Diesel," $75,581.00 "," $221,635.00 ",295, $0.97 ,6.29,1.2,2,848," $64,092,688.00 "," $63,871,053.00 "
2022,Jul,Australia,5 SERIES,Sedan,Hybrid," $106,289.00 "," $61,332.00 ",80, $0.97 ,6.29,1.2,7,432," $45,916,848.00 "," $45,855,516.00 "
2024,Apr,Canada,5 SERIES,Sedan,Hybrid," $49,175.00 "," $304,817.00 ",264, $0.97 ,6.29,1.2,6,918," $45,142,650.00 "," $44,837,833.00 "
2016,Apr,China,I4,Sedan,Petrol," $41,191.00 "," $331,321.00 ",383, $0.97 ,6.29,1.2,5,1197," $49,305,627.00 "," $48,974,306.00 "
2017,Nov,China,5 SERIES,Sedan,Electric," $118,434.00 "," $442,704.00 ",64, $0.97 ,6.29,1.2,4,216," $25,581,744.00 "," $25,139,040.00 "
2016,Aug,India,I7,Sedan,Electric," $119,518.00 "," $270,326.00 ",332, $0.97 ,6.29,1.2,4,847," $101,231,746.00 "," $100,961,420.00 "
2017,Apr,Japan,3 SERIES,Sedan,Hybrid," $115,158.00 "," $249,519.00 ",12, $0.97 ,6.29,1.2,6,72," $8,291,376.00 "," $8,041,857.00 "
2021,Jun,India,I7,Sedan,Electric," $101,537.00 "," $311,849.00 ",35, $0.97 ,6.29,1.2,4,416," $42,239,392.00 "," $41,927,543.00 "
2015,May,India,3 SERIES,Sedan,Petrol," $82,645.00 "," $369,248.00 ",322, $0.97 ,6.29,1.2,5,827," $68,347,415.00 "," $67,978,167.00 "
2024,Mar,Canada,IX,SUV,Petrol," $58,283.00 "," $396,479.00 ",135, $0.97 ,6.29,1.2,6,355," $20,690,465.00 "," $20,293,986.00 "
2022,Oct,UK,IX,SUV,Hybrid," $94,123.00 "," $427,082.00 ",62, $0.97 ,6.29,1.2,5,254," $23,907,242.00 "," $23,480,160.00 "
2024,Nov,UK,5 SERIES,Sedan,Petrol," $65,024.00 "," $130,730.00 ",207, $0.97 ,6.29,1.2,7,626," $40,705,024.00 "," $40,574,294.00 "
2024,Feb,France,X5,SUV,Electric," $84,630.00 "," $448,167.00 ",308, $0.97 ,6.29,1.2,9,862," $72,951,060.00 "," $72,502,893.00 "
2024,Sep,Australia,X5,SUV,Diesel," $65,734.00 "," $287,474.00 ",197, $0.97 ,6.29,1.2,10,409," $26,885,206.00 "," $26,597,732.00 "
2016,Oct,Canada,3 SERIES,Sedan,Electric," $35,515.00 "," $340,477.00 ",195, $0.97 ,6.29,1.2,7,561," $19,923,915.00 "," $19,583,438.00 "
2017,Sep,France,X7,SUV,Diesel," $101,727.00 "," $333,817.00 ",314, $0.97 ,6.29,1.2,7,889," $90,435,303.00 "," $90,101,486.00 "
2023,Jan,USA,I4,Sedan,Hybrid," $81,216.00 "," $426,565.00 ",307, $0.97 ,6.29,1.2,4,784," $63,673,344.00 "," $63,246,779.00 "
2021,Oct,Australia,5 SERIES,Sedan,Diesel," $106,833.00 "," $90,870.00 ",213, $0.97 ,6.29,1.2,1,495," $52,882,335.00 "," $52,791,465.00 "
2018,Mar,Australia,I4,Sedan,Petrol," $93,755.00 "," $303,017.00 ",20, $0.97 ,6.29,1.2,8,417," $39,095,835.00 "," $38,792,818.00 "
2024,Aug,Brazil,I7,Sedan,Electric," $62,856.00 "," $177,536.00 ",368, $0.97 ,6.29,1.2,4,869," $54,621,864.00 "," $54,444,328.00 "
2019,Jun,Brazil,X5,SUV,Diesel," $108,870.00 "," $383,245.00 ",363, $0.97 ,6.29,1.2,1,951," $103,535,370.00 "," $103,152,125.00 "
2016,May,Germany,X3,SUV,Electric," $59,162.00 "," $334,965.00 ",155, $0.97 ,6.29,1.2,5,542," $32,065,804.00 "," $31,730,839.00 "
2022,May,Germany,I7,Sedan,Hybrid," $41,008.00 "," $75,494.00 ",94, $0.97 ,6.29,1.2,8,398," $16,321,184.00 "," $16,245,690.00 "
2018,Jun,India,I7,Sedan,Hybrid," $42,987.00 "," $149,477.00 ",109, $0.97 ,6.29,1.2,4,296," $12,724,152.00 "," $12,574,675.00 "
2023,Jul,USA,3 SERIES,Sedan,Petrol," $97,532.00 "," $438,227.00 ",113, $0.97 ,6.29,1.2,8,517," $50,424,044.00 "," $49,985,817.00 "
2019,Jan,China,7 SERIES,Sedan,Hybrid," $38,332.00 "," $255,232.00 ",55, $0.97 ,6.29,1.2,8,418," $16,022,776.00 "," $15,767,544.00 "
2023,Sep,China,I7,Sedan,Diesel," $101,323.00 "," $424,842.00 ",53, $0.97 ,6.29,1.2,3,306," $31,004,838.00 "," $30,579,996.00 "
2018,Mar,Brazil,5 SERIES,Sedan,Hybrid," $73,990.00 "," $423,704.00 ",287, $0.97 ,6.29,1.2,9,930," $68,810,700.00 "," $68,386,996.00 "
2024,Apr,Brazil,X1,SUV,Petrol," $44,873.00 "," $444,051.00 ",190, $0.97 ,6.29,1.2,3,805," $36,122,765.00 "," $35,678,714.00 "
2019,Oct,Brazil,X1,SUV,Electric," $117,542.00 "," $330,790.00 ",196, $0.97 ,6.29,1.2,1,538," $63,237,596.00 "," $62,906,806.00 "
2023,Jan,Canada,5 SERIES,Sedan,Electric," $71,444.00 "," $173,777.00 ",123, $0.97 ,6.29,1.2,2,697," $49,796,468.00 "," $49,622,691.00 "
2022,Nov,Japan,7 SERIES,Sedan,Hybrid," $70,340.00 "," $127,360.00 ",264, $0.97 ,6.29,1.2,6,902," $63,446,680.00 "," $63,319,320.00 "
2017,Oct,Germany,7 SERIES,Sedan,Diesel," $40,033.00 "," $349,479.00 ",390, $0.97 ,6.29,1.2,10,1118," $44,756,894.00 "," $44,407,415.00 "
